Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 559,Sold,Boston,158.37333346451524,36348,5756553.9247682,28,0.2584916544344774,28.111241341527002,239185.52556232442,8.418571978994223,2016,6,41.04685968160895,444,Flex Space,Commercial,Mild Pollution,Mixed-Use,Poor,Basic,Green Roof
Warehouse 560,Sold,Lowell,135.452623730089,200804,27199428.655496787,84,18.498765001998418,26.50202080409901,175265.2229213955,8.791064758058537,1964,48,48.859368601692424,278,Distribution Center,Mixed-Use,High Pollution,Residential,Good,Basic,Solar Panels
Warehouse 561,Sold,New Bedford,149.693560576868,268321,40165925.8675458,45,8.921799539391788,49.73451746272774,1205757.3299536116,6.195293768003001,1950,24,28.655744694415223,393,Dry Storage,Mixed-Use,Protected Area,Industrial,Good,Basic,Insulated
Warehouse 562,Sold,Lawrence,66.20390745651483,140832,9323628.694915896,71,11.112265738528377,10.890249932824148,1658818.87232846,7.200237087890331,1956,40,22.21412854191159,417,Distribution Center,Industrial,Protected Area,Mixed-Use,Fair,Moderate,Insulated
Warehouse 563,Sold,Lynn,53.18315084975086,299923,15950850.152309828,78,5.172156753406157,13.647092528862952,1723744.3419728035,10.226713832540469,1950,23,27.16762327840138,148,Distribution Center,Industrial,Protected Area,Residential,Fair,High,Solar Panels
Warehouse 564,Sold,Lynn,32.472593163539926,288780,9377435.45376706,63,14.876363573524385,6.563491473988048,954063.0449697272,11.529717552965483,1998,38,22.192525785805298,61,Distribution Center,Industrial,Mild Pollution,Mixed-Use,Good,Basic,None
Warehouse 565,Sold,Lawrence,89.59988499712148,86889,7785244.407514888,73,1.6250525488574514,45.959607473033486,1579329.033648098,10.895042648946058,2022,10,20.259500928286172,26,Cold Storage,Mixed-Use,High Pollution,Residential,Good,Moderate,Solar Panels
Warehouse 566,Sold,Fall River,130.28600676528762,58551,7628375.982114356,19,17.46545247068202,39.112750978464085,1896416.382864996,8.514268013867454,1978,16,33.75003009628718,174,Flex Space,Commercial,Protected Area,Industrial,Fair,High,Solar Panels
Warehouse 567,Sold,Boston,96.6814876669545,409772,39617366.56426328,47,16.57952489722622,41.29461646138552,586581.7193517326,7.282342423551572,1975,11,10.629439214941776,22,Distribution Center,Commercial,Mild Pollution,Residential,Good,Moderate,Green Roof
Warehouse 568,Sold,Cambridge,104.37073674403393,425814,44442520.89592407,14,4.399596313270851,45.235425610260926,826022.6754424765,6.663652914971346,1994,32,20.382089946599528,199,Flex Space,Industrial,Protected Area,Mixed-Use,Good,Moderate,Insulated
Warehouse 569,Sold,New Bedford,183.70697806393724,147635,27121579.706469376,38,16.205555525876722,26.720099349566073,1866384.0355635274,4.9996525286721445,2020,45,36.45528311379956,484,Cold Storage,Industrial,High Pollution,Mixed-Use,Good,Basic,Green Roof
Warehouse 570,Sold,New Bedford,89.20342939396106,51819,4622432.507765668,53,15.74851888792348,23.10846638108546,709550.3862687055,4.852409977728904,1961,6,11.2825078522722,349,Dry Storage,Commercial,High Pollution,Residential,Good,Moderate,Solar Panels
Warehouse 571,Sold,Fall River,117.37821315716783,340914,40015876.16026272,61,12.681110295303585,17.189182209615208,1832058.7661275028,9.50686099930926,1981,24,13.3280726603574,362,Dry Storage,Industrial,High Pollution,Industrial,Poor,Moderate,Insulated
Warehouse 572,Sold,Brockton,163.22101216599432,489271,79859307.8434682,36,7.533051520303781,29.871516103044918,1963037.4813962083,6.078355329369283,1969,33,21.73584579143139,371,Distribution Center,Commercial,High Pollution,Industrial,Poor,High,Solar Panels
Warehouse 573,Sold,Newton,97.41227299461593,425182,41417945.05639679,40,5.5028252082191695,23.2596414427013,1340530.920720128,6.037293491459574,2000,12,45.112191944359395,361,Cold Storage,Commercial,High Pollution,Mixed-Use,Good,Basic,Solar Panels
Warehouse 574,Sold,Fall River,135.75473903873848,217781,29564802.822595503,81,4.712493446758065,23.12671374367318,1642936.0645331282,11.985560435822286,1985,27,40.59544640661185,273,Dry Storage,Commercial,Protected Area,Mixed-Use,Fair,Moderate,None
Warehouse 575,Sold,Lowell,176.60183048694668,458105,80902181.5552227,30,6.440318358995782,46.90946532282581,1511613.8502311162,5.503407662990363,2016,38,10.88626517664974,321,Cold Storage,Commercial,High Pollution,Residential,Poor,Moderate,Green Roof
Warehouse 576,Sold,Springfield,191.41850602179915,163059,31212510.173408546,9,18.080813024307353,49.21754419967738,1414091.8023502715,5.184478075910637,1950,18,30.068512667539675,230,Cold Storage,Mixed-Use,Protected Area,Residential,Fair,High,Green Roof
Warehouse 577,Sold,Lawrence,55.002491757936454,345858,19023051.794416387,64,1.6450514421767473,40.02773507714946,648515.5923134035,4.789481822079365,1976,45,20.98749975949667,113,Distribution Center,Commercial,High Pollution,Residential,Fair,Moderate,Solar Panels
Warehouse 578,Sold,Lynn,187.51989627745405,194420,36457618.234262615,33,16.594538397433876,38.081146422099486,161333.95892049023,8.63844276133437,1989,39,35.94582636248252,348,Distribution Center,Industrial,Protected Area,Industrial,Poor,Moderate,None
Warehouse 579,Sold,Lawrence,113.65976982352149,29596,3363874.547696942,52,7.042912493332288,34.34734992717597,718950.8784133187,9.022910608016812,1963,13,38.86215530373845,207,Cold Storage,Industrial,High Pollution,Industrial,Fair,Moderate,Solar Panels
Warehouse 580,Sold,Fall River,73.90154601082293,431390,31880387.9336089,89,10.479827980626027,9.137667764342172,1350525.171147618,6.9218234100550555,2018,40,44.5145030851713,309,Cold Storage,Industrial,Protected Area,Mixed-Use,Fair,Moderate,Solar Panels
Warehouse 581,Sold,Lowell,108.05307856050442,331250,35792582.27316709,14,15.910264109604963,3.8961852229070715,249931.9365442127,8.283306684091741,1955,30,29.01664948416057,453,Distribution Center,Industrial,High Pollution,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 582,Sold,Quincy,196.6055377985311,468183,92047370.50312968,75,17.69909328575713,34.845589440549894,73240.06680757208,10.3071962475593,1982,49,49.77800354182338,368,Cold Storage,Mixed-Use,Mild Pollution,Mixed-Use,Good,High,None
Warehouse 583,Sold,Boston,113.74507597878784,64182,7300386.466470561,53,6.961150259445675,36.71052489057222,322400.1265757304,10.544833346573988,2004,41,49.199444291484376,377,Distribution Center,Commercial,Protected Area,Residential,Good,Moderate,Insulated
Warehouse 584,Sold,New Bedford,85.8877737488764,491516,42215215.00195273,99,9.290685277374694,3.30167656380885,1445685.056501051,11.663296605725186,1968,13,45.28666897884133,178,Flex Space,Commercial,Mild Pollution,Industrial,Poor,Moderate,None
Warehouse 585,Sold,Lawrence,137.6781452338434,354307,48780330.60336735,59,8.348869689854165,46.47453576121356,1946947.7182300657,10.594143887382996,1978,34,32.99477980632283,158,Cold Storage,Industrial,Protected Area,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 586,Sold,Brockton,70.82475519229283,306454,21704529.527698904,78,0.3636955667278199,5.4658913327892,1966976.1642488998,8.518731493739413,2010,36,25.9202575001526,258,Distribution Center,Industrial,Protected Area,Mixed-Use,Fair,Moderate,Insulated
Warehouse 587,Sold,Lawrence,42.89676577847287,323232,13865607.396107342,94,5.989263488287266,15.009126154788918,1013259.3408233664,5.437255726694768,2019,30,24.5754524055914,265,Cold Storage,Industrial,Protected Area,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 588,Sold,Boston,51.90955272481037,133803,6945653.8832378015,41,9.23786575127798,33.947100827136516,1745236.9869350775,4.798108461622739,1973,25,10.484990003509793,479,Distribution Center,Commercial,None,Mixed-Use,Fair,Basic,None
Warehouse 589,Sold,Lowell,51.76779262282132,144978,7505191.038871389,68,8.28076281672075,9.32375712581934,1486811.588715433,4.436095119286874,1972,2,19.96697988969466,51,Cold Storage,Mixed-Use,High Pollution,Mixed-Use,Fair,Basic,None
Warehouse 590,Sold,Lawrence,55.82345789709004,304058,16973568.961273402,68,14.46639162756202,3.715378533669977,1027028.4621199766,9.33220665428307,1959,36,38.752329397966584,211,Dry Storage,Mixed-Use,Mild Pollution,Mixed-Use,Fair,Basic,Insulated
Warehouse 591,Sold,Cambridge,53.600619350399725,377494,20233912.201059792,92,7.757591982699953,17.22617796904334,1166883.039262419,10.460290043183946,2003,18,34.145283995722664,467,Dry Storage,Mixed-Use,Mild Pollution,Industrial,Poor,High,None
Warehouse 592,Sold,Newton,138.94870661654647,50379,7000096.890634995,8,9.838591334516337,38.53260716790378,317592.9359028986,8.069471605472632,1990,5,46.65688756670134,253,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 593,Sold,Quincy,60.91961434785462,476828,29048177.870258823,2,8.64921098343403,21.270255270277758,1878439.8482023545,4.4377133986691195,1998,19,12.000890676662316,166,Dry Storage,Industrial,Mild Pollution,Industrial,Poor,High,Insulated
Warehouse 594,Sold,Lowell,88.76343816505675,250900,22270746.63561274,86,14.838460362997973,32.995673173489024,736263.0529269647,8.283764596730705,1966,42,16.211064127093223,473,Cold Storage,Commercial,Mild Pollution,Residential,Fair,Basic,Green Roof
Warehouse 595,Sold,Springfield,182.454029684022,263517,48079738.54024442,41,17.273150739840556,29.401335764178697,919991.0500914806,11.485994092196403,2005,18,41.5697515740852,458,Cold Storage,Industrial,Mild Pollution,Industrial,Poor,High,Solar Panels
Warehouse 596,Sold,Worcester,110.5734788446883,435866,48195219.93011891,55,10.684592672249531,2.08870561925344,1359737.4504459025,8.780905527459684,1994,32,24.34030524781335,410,Flex Space,Mixed-Use,Mild Pollution,Residential,Poor,Basic,Green Roof
Warehouse 597,Sold,Lowell,143.4848155485746,445097,63864660.94622391,16,15.809700664484303,49.43845936523962,701109.8194767802,10.47541990770252,1979,21,14.733813348715117,295,Flex Space,Industrial,None,Industrial,Fair,Moderate,Insulated
Warehouse 598,Sold,Newton,59.29437810427707,313557,18592167.315242805,93,6.006054972195026,3.02997635215,545805.3639284145,10.401221187134006,1993,10,49.858020204003566,291,Dry Storage,Mixed-Use,Protected Area,Industrial,Fair,Basic,Insulated
Warehouse 599,Sold,Fall River,62.689133197474035,142084,8907122.801229902,62,10.873255242129646,48.42233414477577,1280546.3168769302,11.457032798245223,2023,37,41.490012106774515,446,Flex Space,Commercial,Mild Pollution,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 600,Sold,Lowell,36.947664765301404,186187,6879174.859657172,48,6.97007607803245,27.943344739855508,98718.96044960643,10.161830125198986,2004,49,26.349641470324904,390,Flex Space,Mixed-Use,None,Industrial,Fair,Basic,None
Warehouse 601,Sold,Fall River,58.71896072226797,274295,16106317.331314493,30,8.342598418879422,48.19479232618826,1455413.9684520238,9.981604112104716,1968,22,42.93389907784561,247,Cold Storage,Industrial,None,Industrial,Good,Moderate,Solar Panels
Warehouse 602,Sold,Cambridge,77.36035763543296,62716,4851732.189463814,12,14.675035909772102,6.622926371277937,1052345.571259194,5.872821319765125,1978,13,37.22415480476613,28,Distribution Center,Commercial,Protected Area,Mixed-Use,Good,High,None
Warehouse 603,Sold,New Bedford,60.09178232704696,360891,21686583.415790305,35,17.645083398420983,25.03001744009015,1231219.774515822,4.479401242568652,1951,17,41.59899038279333,62,Cold Storage,Mixed-Use,High Pollution,Residential,Poor,High,None
Warehouse 604,Sold,Lynn,45.07943073869946,228725,10310792.795709033,11,2.5177582826465317,9.305700501436874,1282166.310531426,8.14079572043046,1985,9,42.608255102625996,94,Flex Space,Mixed-Use,High Pollution,Mixed-Use,Poor,Moderate,Solar Panels
Warehouse 605,Sold,Worcester,50.50809808710214,172450,8710121.515120763,64,12.729321204098872,3.497768974099678,1077747.8051604992,4.9954736635740415,1968,24,13.389147331612715,282,Cold Storage,Commercial,High Pollution,Mixed-Use,Good,Basic,Insulated
Warehouse 606,Sold,Cambridge,108.33239056556339,178724,19361598.171439752,50,11.684661770798188,31.258926638053268,1185940.8660094352,11.697567010223931,1956,44,34.91891550752383,439,Dry Storage,Industrial,Mild Pollution,Mixed-Use,Poor,Basic,Solar Panels
Warehouse 607,Sold,Newton,65.07673212898473,208502,13568628.802357575,85,2.4564592796010443,11.18138762712288,1383386.9917352553,6.319398101064229,1975,14,10.271422119073105,369,Distribution Center,Commercial,Protected Area,Residential,Fair,Basic,Green Roof
Warehouse 608,Sold,Fall River,91.92587637817283,149539,13746503.627715588,21,4.31669717575817,29.79715389608975,1518581.7520003645,10.823553627074345,1987,46,11.738249852046824,222,Flex Space,Industrial,High Pollution,Industrial,Poor,High,Insulated
Warehouse 609,Sold,Lynn,115.58093604532567,429226,49610342.85499096,69,6.288949645180336,6.505859615500296,1468532.163007935,7.100997001619675,1952,8,46.15920036223363,446,Flex Space,Mixed-Use,Mild Pollution,Industrial,Poor,High,None
Warehouse 610,Sold,Lawrence,147.36712086699208,126999,18715476.98298713,48,3.4219283092682793,17.267337100202436,1745752.0925779103,6.5855539988590195,2015,37,31.10254885427222,370,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Insulated
Warehouse 611,Sold,Springfield,36.68306377298682,119793,4394374.25855741,20,4.950216702234401,39.29999534460911,419414.6946764354,11.48126857901297,2020,19,39.43607943474099,113,Cold Storage,Commercial,Mild Pollution,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 612,Sold,Boston,165.89976781453726,452907,75137166.14157863,67,5.425255897347979,22.415524570267195,832238.5405090052,6.906580576689792,1992,28,43.54003961772584,201,Cold Storage,Mixed-Use,High Pollution,Industrial,Good,High,Insulated
Warehouse 613,Sold,Worcester,136.7430662134543,462373,63226301.75431351,44,6.779909277477286,31.75952532996948,1898202.3287281913,7.122303269305092,2011,46,47.9834707025834,438,Cold Storage,Commercial,High Pollution,Industrial,Poor,Basic,None
Warehouse 614,Sold,Brockton,43.89903543130822,375321,16476229.877114033,33,15.012870010743063,32.72543909653175,823351.620053343,4.848734236903273,2020,41,44.77411391691184,186,Flex Space,Mixed-Use,None,Industrial,Fair,Basic,None
Warehouse 615,Sold,Cambridge,178.50836609815212,17289,3086231.141470952,73,11.481052856626953,42.34399715537739,293496.6499665492,9.363573322260073,1973,30,29.332457947891758,156,Cold Storage,Mixed-Use,None,Residential,Poor,Basic,Insulated
Warehouse 616,Sold,Boston,186.54830809040823,181048,33774198.08315223,61,19.72630877183289,16.92121692592542,1074617.9964062502,6.310715315820108,1988,7,23.43881229522046,389,Flex Space,Industrial,Protected Area,Residential,Good,Basic,Green Roof
Warehouse 617,Sold,Boston,40.383253175326836,179668,7255578.331504622,9,8.353242956652672,34.67748256654336,263507.3964812012,8.684833342716058,2017,26,16.179729448241527,464,Cold Storage,Commercial,Mild Pollution,Mixed-Use,Fair,Moderate,None
Warehouse 618,Sold,Newton,77.06920018502464,421387,32475959.058366977,68,15.101914969354807,48.11917454526212,445563.81551933713,8.730813632425676,1993,40,26.012859299491197,90,Distribution Center,Commercial,Mild Pollution,Residential,Poor,Moderate,Green Roof
Warehouse 619,Sold,Lowell,167.05421756482042,236513,39510494.158908375,35,17.44222158539302,36.781923383535535,1996721.5753133656,9.753597564766135,1954,46,24.65974316644654,202,Distribution Center,Mixed-Use,High Pollution,Mixed-Use,Good,High,None
Warehouse 620,Sold,Lawrence,157.20414736522193,262368,41245337.735918544,81,13.611672011457033,25.003653359169483,1105657.1448724573,9.96193188937953,2004,46,32.38299367823494,46,Cold Storage,Industrial,High Pollution,Industrial,Fair,Moderate,Insulated
Warehouse 621,Sold,Lowell,61.368573290584145,91365,5606939.698694221,98,8.296108334308169,31.90515478010453,603913.8586288366,8.115619475212316,1979,11,36.62037635028854,386,Cold Storage,Industrial,Protected Area,Industrial,Poor,Basic,None
Warehouse 622,Sold,Brockton,65.58938496724076,235662,15456925.640149891,88,15.096533151840482,37.244461990392296,1989811.161419117,6.647935580827224,1978,14,49.133019057801896,335,Dry Storage,Commercial,None,Mixed-Use,Good,High,Green Roof
Warehouse 623,Sold,Brockton,92.98025747453494,381158,35440168.97847879,96,4.152976041676428,31.00151251899975,1934789.8911825293,10.699607158677871,1975,21,39.135447444029296,163,Distribution Center,Commercial,High Pollution,Industrial,Fair,Moderate,Green Roof
Warehouse 624,Sold,Fall River,112.36890748247363,180211,20250113.186324056,65,6.618288087084634,1.8171148610021186,909441.1301143139,6.478925195267878,1975,8,35.74994129771693,139,Flex Space,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Moderate,Insulated
Warehouse 625,Sold,Brockton,135.10331116015033,184785,24965065.352728378,8,10.979036576475846,10.543901386674067,557786.0621364214,8.060072755754652,1986,3,23.403697370733703,68,Distribution Center,Commercial,High Pollution,Mixed-Use,Fair,Moderate,Green Roof
Warehouse 626,Sold,Boston,92.71531872686131,427950,39677520.649160296,45,11.55064680699435,40.71294264355784,1684879.2942797705,7.210020665629824,2002,28,11.380155059933038,233,Flex Space,Mixed-Use,None,Mixed-Use,Fair,Moderate,Green Roof
Warehouse 627,Sold,Fall River,108.63090174263515,77588,8428454.404407576,87,0.5406153619053262,14.35988171831175,1445460.3980949821,10.840627087757504,1979,29,21.52500515418767,258,Cold Storage,Industrial,Mild Pollution,Residential,Fair,Moderate,Insulated
Warehouse 628,Sold,Lynn,157.0700594827386,68646,10782231.303252073,47,18.907772356244575,36.846543858495565,1389535.7982568452,7.45534824916663,1952,23,40.73791601838471,249,Distribution Center,Commercial,None,Mixed-Use,Good,Basic,None
Warehouse 629,Sold,Newton,36.236144491401646,270798,9812675.455982583,40,13.962882697226059,19.233890546843234,1791571.7955788216,7.088793510699874,1992,18,18.21087763215207,383,Distribution Center,Industrial,Protected Area,Mixed-Use,Poor,Basic,Insulated
Warehouse 630,Sold,New Bedford,72.91428053848352,487238,35526608.221009634,76,9.96450462961463,26.572332079739216,1394363.411049083,9.5185895431811,1956,35,38.487527746964574,398,Dry Storage,Industrial,Protected Area,Mixed-Use,Fair,Basic,None
Warehouse 631,Sold,New Bedford,151.2694296003739,285887,43245963.4201621,54,18.669231964725338,4.330691691150781,603405.9889310208,8.819528878891543,1998,13,33.19119370277663,302,Dry Storage,Mixed-Use,None,Residential,Fair,Moderate,None
Warehouse 632,Sold,Newton,182.18516240682388,315512,57481604.96130182,76,8.838001748491486,9.880052491435768,1403033.165657678,4.857974667966769,2022,12,16.874274790018596,296,Distribution Center,Industrial,Mild Pollution,Industrial,Fair,High,None
Warehouse 633,Sold,New Bedford,116.98516515966324,226097,26449994.88710438,46,19.6106678483804,47.90265121244249,646336.3470031447,8.065350450751705,1990,47,20.4649922516732,213,Distribution Center,Mixed-Use,None,Residential,Good,Basic,Solar Panels
Warehouse 634,Sold,Worcester,120.45929249510367,210244,25325843.491340574,47,10.294466669145352,44.616764618898785,1530516.0103311404,9.883827106665981,2003,5,29.85214413945906,108,Distribution Center,Mixed-Use,High Pollution,Mixed-Use,Fair,Basic,None
Warehouse 635,Sold,Worcester,48.21924192776193,404657,19512253.78076236,15,2.374286822959791,32.961480434053456,1258508.3162585536,11.936598116730849,2018,39,26.7349882043139,359,Flex Space,Industrial,High Pollution,Residential,Good,Moderate,Insulated
Warehouse 636,Sold,Brockton,106.06010235998728,124735,13229406.867873013,19,15.319539351939616,23.522585271901132,200952.52637026363,9.033174671762552,1976,11,41.142553901870386,185,Cold Storage,Industrial,None,Industrial,Good,High,Insulated
Warehouse 637,Sold,New Bedford,120.54493529735394,160683,19369521.838384725,26,13.610064729049025,34.11230335186597,1050028.956748527,6.962344531530542,1957,11,39.37618570172988,271,Dry Storage,Mixed-Use,High Pollution,Industrial,Fair,Basic,Insulated
Warehouse 638,Sold,Springfield,71.21998561790404,387035,27564627.133625492,52,15.482435753981175,31.31190416560301,719436.8899316948,5.809212798416947,1981,47,32.98298013892068,280,Cold Storage,Mixed-Use,None,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 639,Sold,Lowell,75.77134926139476,112971,8559965.097409027,93,19.033696371641053,28.859060524625992,690712.7338279738,10.982641873226562,2013,42,42.89098845891701,152,Dry Storage,Industrial,High Pollution,Industrial,Good,High,Green Roof
Warehouse 640,Sold,Lawrence,94.13830772778584,17149,1614377.8392237995,22,15.552137122755259,3.899676521313549,1224399.7896356517,10.516521696908022,1959,47,32.50678162737235,198,Dry Storage,Mixed-Use,None,Residential,Good,Moderate,Solar Panels
Warehouse 641,Sold,Springfield,33.41210362221348,367246,12270461.40684341,21,12.265598384111271,32.007327922413836,678533.4077153786,5.871382566235079,1962,31,48.575570266290406,281,Dry Storage,Mixed-Use,High Pollution,Residential,Fair,High,Insulated
Warehouse 642,Sold,New Bedford,84.7534581491403,326333,27657850.2581834,51,17.160447156980734,38.67708218398725,1564942.8089995016,5.605056721172588,2012,31,18.688963966043257,29,Distribution Center,Commercial,Mild Pollution,Industrial,Good,Moderate,Insulated
Warehouse 643,Sold,New Bedford,65.94616118941259,243976,16089280.622348126,38,13.497604143155176,49.7100010776332,188043.30022179015,9.721094214489405,1984,13,38.56527974408611,342,Dry Storage,Commercial,Mild Pollution,Mixed-Use,Good,Basic,Green Roof
Warehouse 644,Sold,Lowell,85.6745498702455,419891,35973972.41956725,20,8.221569230835868,1.5428490771211743,1337757.0921718597,6.519616495350076,2010,14,24.79776528217872,309,Cold Storage,Commercial,High Pollution,Mixed-Use,Fair,High,Solar Panels
Warehouse 645,Sold,New Bedford,50.359562409272705,338175,17030345.017755795,29,17.723833308411287,36.77849921222315,1627929.8671306453,6.451190386895663,2003,49,21.158647776807754,435,Dry Storage,Commercial,None,Residential,Fair,High,Insulated
Warehouse 646,Sold,Cambridge,181.38963772578214,47668,8646481.251112582,51,4.51581916960902,29.017676480863045,1362021.7953448386,5.218321976541242,1957,45,17.215499038708515,55,Cold Storage,Commercial,High Pollution,Industrial,Poor,Basic,None
Warehouse 647,Sold,Boston,130.91071710418828,411889,53920684.35732701,4,14.32136137068361,22.268556627966877,1019596.9302889917,6.111804157678639,1978,42,32.10013905046175,104,Dry Storage,Mixed-Use,Protected Area,Residential,Fair,Basic,None
Warehouse 648,Sold,Fall River,145.44739425456322,474882,69070349.47839549,55,17.643112753321063,7.250938553997173,1903098.6767855533,7.420060460741197,1990,25,18.61877730996845,427,Dry Storage,Mixed-Use,Protected Area,Residential,Fair,Moderate,Insulated
Warehouse 649,Sold,Lowell,164.1591105632475,93204,15300285.74093692,71,14.653198742095594,21.045172283108936,634880.055106224,9.862706698179323,1979,33,18.014034057936236,73,Distribution Center,Commercial,None,Residential,Fair,Basic,None
Warehouse 650,Sold,New Bedford,114.73517381793974,216830,24878027.738943875,92,13.975780839171751,18.36448196632063,87377.38067370668,6.690464755309998,1970,33,49.62127620335272,422,Cold Storage,Industrial,High Pollution,Mixed-Use,Poor,Basic,Green Roof
Warehouse 651,Sold,Worcester,44.77644897486203,201501,9022499.244883673,28,15.077502052029535,15.838664559958367,892379.2743537097,6.6288347158387415,1960,15,42.06989667383043,140,Dry Storage,Commercial,High Pollution,Industrial,Good,High,Insulated
Warehouse 652,Sold,Worcester,121.30811210915313,421885,51178072.87717007,4,9.354599441182822,36.813101542788175,114373.27500563813,6.279306020419487,1951,16,39.93107281017501,18,Dry Storage,Industrial,Mild Pollution,Industrial,Fair,Moderate,Solar Panels
Warehouse 653,Sold,Boston,129.76299006354947,170140,22077875.129412305,22,17.495996574924817,35.33555054292893,1910176.667426497,7.826269340088344,1999,44,41.7624250353102,468,Cold Storage,Mixed-Use,None,Mixed-Use,Fair,Basic,Insulated
Warehouse 654,Sold,Worcester,156.7247106113361,224861,35241275.152775645,76,4.148385855208214,29.86198445806467,459340.18920870044,5.4450935835305225,1990,38,48.7569149487497,212,Dry Storage,Industrial,Protected Area,Residential,Poor,High,Green Roof
Warehouse 655,Sold,Fall River,103.3821228590455,145507,15042822.550851133,45,2.6349896784067517,46.99457585137524,1588407.696700315,7.885045872257004,2015,6,32.93106755012814,418,Flex Space,Mixed-Use,Protected Area,Residential,Poor,Basic,Solar Panels
Warehouse 656,Sold,Quincy,51.68865147524584,230160,11896660.023542583,67,5.781624724358379,18.142864824861867,1560415.5621900116,9.633404449557519,1952,44,18.809755096114422,479,Distribution Center,Industrial,None,Mixed-Use,Poor,Basic,Green Roof
Warehouse 657,Sold,Newton,78.24190398578315,188321,14734593.600506669,86,10.678390195822363,12.946294947798798,474571.35438172036,4.238324032260977,2000,25,44.488385630129564,307,Cold Storage,Mixed-Use,Protected Area,Industrial,Good,Basic,None
Warehouse 658,Sold,Quincy,91.72399038776797,42384,3887629.6085951575,66,10.260179728645827,33.13926234182158,1261391.7344363262,4.078235042446095,2017,15,39.7092291781636,183,Distribution Center,Mixed-Use,None,Mixed-Use,Poor,Basic,None
Warehouse 659,Sold,Quincy,139.8059310263722,86929,12153189.778191509,88,16.429915277764074,10.741888985932745,143753.9885485779,4.600983281236074,1974,4,26.572332493366922,82,Flex Space,Commercial,Protected Area,Industrial,Good,Moderate,None
Warehouse 660,Sold,Boston,127.03231179371502,395103,50190847.48663219,34,8.150916262439946,16.435514851987804,992970.4421225416,8.285280493824896,1979,4,28.942779942985855,93,Flex Space,Mixed-Use,Protected Area,Industrial,Fair,High,Green Roof
Warehouse 661,Sold,Boston,90.53644340263386,81153,7347303.991453946,91,9.73845408320102,12.005519563669356,78561.89818134914,10.835640665483227,1960,30,26.450095939154764,68,Flex Space,Commercial,None,Industrial,Fair,High,Green Roof
Warehouse 662,Sold,Lawrence,197.70759229480655,240128,47475128.722567305,55,0.36601689686197314,4.388524818206561,1846230.5663526414,4.0390757281620155,1966,34,47.19768640916016,30,Cold Storage,Commercial,None,Residential,Fair,Basic,Insulated
Warehouse 663,Sold,Fall River,132.9817192906708,80388,10690134.450338446,1,8.253810805214487,41.547438340148,1953367.7471891649,11.493290436677448,1975,27,23.741264459931767,467,Flex Space,Commercial,Protected Area,Residential,Poor,High,Solar Panels
Warehouse 664,Sold,Lowell,70.32855459511906,36401,2560029.715816929,72,12.990707235711806,13.472486603161398,483451.3949452413,4.850228092564286,1972,31,48.5393711462469,415,Cold Storage,Industrial,Protected Area,Mixed-Use,Fair,Basic,Solar Panels
Warehouse 665,Sold,Brockton,47.30302034546864,207903,9834439.838883966,87,0.40861577946918437,24.17834766380801,455806.7674629269,10.735868224465811,2005,32,46.41087085015799,166,Cold Storage,Industrial,Mild Pollution,Mixed-Use,Poor,High,Green Roof
Warehouse 666,Sold,Quincy,55.98605366133644,124503,6970431.638997371,38,5.68955110720625,3.1224483894612853,1519754.3442961527,7.862838119863574,2001,44,35.22084568992693,328,Dry Storage,Mixed-Use,High Pollution,Residential,Good,Moderate,Green Roof
Warehouse 667,Sold,Worcester,71.81281382536639,237601,17062796.37772088,6,4.238331549858859,35.26763384637951,544089.8277172022,9.274859098230753,1997,39,33.19287092400299,338,Cold Storage,Commercial,None,Mixed-Use,Fair,Moderate,None
Warehouse 668,Sold,Springfield,57.315833454124466,132834,7613491.421045169,86,0.9355100353008057,17.19748911300825,1795399.2903655977,8.08546387557746,1969,9,24.803571202798835,70,Flex Space,Commercial,None,Residential,Good,High,Green Roof
Warehouse 669,Sold,Brockton,61.716394088721984,39084,2412123.54656361,25,9.637275789299295,37.492099663631286,1169161.8154398154,7.816385801434837,1951,41,10.733535560425995,73,Cold Storage,Mixed-Use,High Pollution,Residential,Poor,Basic,None
Warehouse 670,Sold,Fall River,78.466178677954,256459,20123357.717569407,82,3.716293535240314,21.20774996292544,734016.3648701087,10.679195426915133,1980,8,15.10492744951013,334,Cold Storage,Commercial,Mild Pollution,Industrial,Poor,Basic,Green Roof
